name,length_ft,endpoint_a,endpoint_b,intersection_to_intersection,wholly_inside,source_segments,source_ids,lon,lat
EDMUND AVENUE,246.77255018866515,WEST NEWELL STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477443653,-76.15353080979693,43.017178959945205
JULIAN PLACE,246.84704221589683,EAST COLVIN STREET,LEWISTON DRIVE;NOTTINGHAM ROAD,True,True,1,477442797,-76.11100377535911,43.02278609499716
BARRINGTON ROAD,247.07978051935658,WILSON PLACE,MANOR DRIVE,True,True,1,477437898,-76.08290803148368,43.041585001285604
GRIFFITHS STREET,247.10917681457224,JOHN STREET,KAPPESSER STREET,True,True,1,477429870,-76.14458629282667,43.06869711562486
SOUTH SALINA STREET,247.18947246581908,EAST CHELTENHAM ROAD;WEST CHELTENHAM ROAD,WEST WARRINGTON ROAD,True,True,1,477446498,-76.14354732826492,42.99482509635923
BALLANTYNE ROAD,247.35224459886183,EVALEEN AVENUE,ATLANTIC AVENUE;CORAL AVENUE,True,True,1,477444589,-76.15110681430055,43.010294120471606
SOUTH AVERY AVENUE,247.3691865986782,SALISBURY ROAD;WHITTIER AVENUE,BRYANT AVENUE,True,True,1,477437484,-76.18965430814309,43.04294276572188
CRYSLER STREET,247.64308684065324,DEAD END / SAME-NAME BRANCH,TOMPKINS STREET,False,True,1,477435765,-76.18121730659394,43.048587606265585
SMITH LANE,247.65349940143204,RONEY LANE,MOORE AVENUE,True,True,1,477442890,-76.13637883770815,43.02217288211673
COMSTOCK AVENUE,247.70341718567886,XAVIER CIRCLE,THURBER STREET,True,True,1,800032794,-76.1282605370466,43.01952886694954
LEMOYNE AVENUE,247.76508109491292,FOURTH NORTH STREET,PENNSYLVANIA AVENUE,True,True,1,477428237,-76.15773327253802,43.07718812160376
COMSTOCK ART,247.8097954998297,TRAFFIC CIRCLE,CHAPPLE WAY,True,True,1,600063979,-76.12773668214862,43.025465981909456
WOLF STREET,247.83840540921955,PENNSYLVANIA AVENUE,FOURTH NORTH STREET,True,True,1,477428095,-76.15929582191178,43.077828619255634
GREENWOOD PLACE,247.9321758077869,CLARENDON STREET,AVONDALE PLACE,True,True,1,477438831,-76.1212459184126,43.038813509929305
WEST FAYETTE STREET,247.99757703010417,SOUTH WILBUR AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477435809,-76.17962642497515,43.04836791861379
FILLMORE AVENUE,248.12531920109979,MENLO DRIVE,EAST GLEN AVENUE,True,True,1,477444629,-76.1379513126812,43.00996562709968
ELIZABETH STREET,248.15649803978823,SOUTH STATE STREET,BAKER AVENUE,True,True,1,477442003,-76.14321133597382,43.02663208247604
VINCENT STREET,248.2271825302276,JAMESVILLE AVENUE,LORRAINE AVENUE,True,True,1,477442986,-76.13240314372969,43.02132174325113
SIXTH NORTH STREET,248.36372327053235,WOLF STREET,GANNETT AVENUE,True,True,1,477427586,-76.15675426936696,43.08034309914987
BALLANTYNE ROAD,248.46190208605915,LOOMIS AVENUE,EMPIRE AVENUE,True,True,1,477444642,-76.15383633056793,43.009846350432554
EAST COLVIN STREET,248.50662755296588,LORRAINE AVENUE;NORTH LORRAINE AVENUE,ROBERT DRIVE,True,True,1,477442349,-76.13184432652558,43.025076595917795
KIRKPATRICK STREET,248.72500273038597,NORTH ALVORD STREET;UNION PLACE,STEUBEN STREET,True,True,1,477430414,-76.15549831576917,43.06634460257045
SMITH LANE,248.8534548576453,RONEY LANE,RONEY LANE,True,True,1,477442954,-76.13575341458501,43.021728673410074
MEADOWBROOK DRIVE,248.8892020800958,CRAWFORD AVENUE,SCOTTHOLM TERRACE,True,True,1,477439083,-76.10894628422805,43.03792514093005
BALLANTYNE ROAD,249.10051909559857,SHIRLEY DRIVE,LOOMIS AVENUE,True,True,1,477444661,-76.15474429684917,43.00969808755947
WEBSTERS LANDING,249.16343630130962,NORTH CLINTON STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477433515,-76.15300212315512,43.05436096042587
THURGOOD TERRACE,249.23796265933055,EAST RAYNOR AVENUE;SOUTH STATE STREET,CROTON TERRACE,True,True,1,477439723,-76.14669965882524,43.03553427764022
COURT STREET,249.25626150034554,PARK STREET,PASTIME DRIVE,True,True,1,477429998,-76.1583643062516,43.0682025935335
COWIE AVENUE,249.27989356208622,TAFT AVENUE,NORTH AVENUE,True,True,1,477429039,-76.11426730698489,43.072928619305124
SOUTH GEDDES STREET,249.37862251367613,OTISCO STREET,WEST MARCELLUS STREET,True,True,1,477437120,-76.1710608486811,43.04401161693652
BALLANTYNE ROAD,249.47200865582093,EVALEEN AVENUE,GIRARD AVENUE,True,True,1,477444609,-76.15201333885786,43.01014510696766
JAMES STREET,249.70946692283982,PAUL AVENUE,CLIFTON PLACE,True,True,1,477430091,-76.11737030598331,43.06761759343841
WELDON AVENUE,249.8317109619806,WADSWORTH STREET,MALVERNE DRIVE,True,True,1,477427464,-76.14493178275595,43.08116564628651
ONONDAGA CREEK BOULEVARD,249.91889252453876,BERTRAM PLACE,BERTRAM PLACE,True,True,1,477443639,-76.15678688044052,43.017167173543314
MARLETT STREET,249.99339819243164,SHIRLEY DRIVE,LOOMIS AVENUE,True,True,1,477444840,-76.15437431356746,43.008468097587844
SOUTH STATE STREET,250.15516078419367,EAST BORDEN AVENUE,EAST BEARD AVENUE,True,True,1,477441803,-76.14427041215598,43.02783090834206
VINCENT STREET,250.2624120442546,ALDEN STREET,BURTEN STREET,True,True,1,477443054,-76.13394923800983,43.02089615460993
ELIZABETH STREET,250.43695024421,BAKER AVENUE,GARFIELD AVENUE,True,True,1,477441988,-76.14228578245951,43.02671561550062
BELLEVUE AVENUE,250.47239402174816,HOEFLER STREET,DUANE STREET,True,True,1,477440511,-76.17892228203425,43.032714123630456
BALLANTYNE ROAD,250.5284729237117,EMPIRE AVENUE,GIRARD AVENUE,True,True,1,477444631,-76.15292580125235,43.00999562113513
CATAWBA STREET,250.58275239301184,NORTH TOWNSEND STREET,LODI STREET,True,True,1,477431292,-76.1524585063025,43.06244345914388
ALMOND STREET,250.7356182530209,EAST FAYETTE STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477435700,-76.1421762317065,43.04820963984507
COURT STREET,250.98076117394783,WADSWORTH STREET,MALVERNE DRIVE,True,True,1,477427650,-76.14333485124014,43.08004362754989
WILLUMAE DRIVE,251.3359874515398,FORDLAND AVENUE,COURT STREET,True,True,1,477428351,-76.15084050753819,43.0764752938158
HUNTER AVENUE,251.55271250702927,MARQUETTE STREET,SPENCER STREET,True,True,1,477432850,-76.16921427176413,43.056688616961104
POND STREET,251.62075487560455,FIRST NORTH STREET,LAWRENCE STREET,True,True,1,477429820,-76.14917530940954,43.069066108718985
WOLF STREET,251.64550501263037,GRANT BOULEVARD,PENNSYLVANIA AVENUE,True,True,1,477428222,-76.15974532139286,43.07722762832983
NORTHCLIFFE ROAD,251.95557973008215,MILFORD DRIVE EAST,DEAD END / SAME-NAME BRANCH,False,True,1,477430099,-76.09551176310437,43.067413108475115
PACIFIC AVENUE,252.1236143762537,EMPIRE AVENUE,GIRARD AVENUE,True,True,1,477444854,-76.15241527975323,43.00830864319353
MORTON AVENUE,252.15027491782658,CRESCENT AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477441641,-76.16121029435055,43.02843995403886
RUGBY ROAD,252.16887888838025,SEDGWICK DRIVE,DEWITT STREET,True,True,1,477430194,-76.13364030167524,43.06699308961402
DEMONG DRIVE,252.23017686651374,DOLL PARKWAY,CARLTON DRIVE,True,True,1,477437021,-76.08799036272123,43.04414231634667
EAST CORNING AVENUE,252.31702516213326,DEAD END / SAME-NAME BRANCH,SOUTH SALINA STREET;WEST CORNING AVENUE,False,True,1,477443373,-76.14162712569944,43.018869484051436
LODI STREET,252.31819673822397,EAST DIVISION STREET,MARY STREET;NORTH MCBRIDE STREET,True,True,1,477431423,-76.15072276068904,43.06191361802466
CUMBERLAND PLACE,252.37673512170431,DAKOTA STREET,MEADOWBROOK DRIVE,True,True,1,477440650,-76.11277207262984,43.03240861150712
WEST COLVIN STREET,252.38051270790342,CRADDOCK STREET,CLYDE AVENUE,True,True,1,477442687,-76.1622510406128,43.023020097846434
GENESEE PARK DRIVE,252.6150904885638,DEAD END / SAME-NAME BRANCH,FERRIS AVENUE,False,True,1,477436802,-76.10769078327357,43.04467211707026
KIRKPATRICK STREET,252.64598362238212,LAWRENCE STREET,SPRING STREET,True,True,1,477429660,-76.15291230774895,43.06980613128553
STOLP AVENUE,252.89758261453647,HANCOCK DRIVE,RIDER AVENUE,True,True,1,477441232,-76.18010685177353,43.02989710996975
CRAIG STREET,253.00320115464822,GRIFFITHS STREET,HIGH STREET,True,True,1,477429628,-76.1465992789597,43.069909096779284
CORAL AVENUE,253.29394711031364,PACIFIC AVENUE,MOREY AVENUE,True,True,1,477444799,-76.150235769835,43.009024131211596
PACIFIC AVENUE,253.3357576148858,CORAL AVENUE,EVALEEN AVENUE,True,True,1,477444819,-76.15059553834413,43.00860560962232
SOUTH AVENUE,253.72959684436256,CENTENNIAL DRIVE,EAST BISSELL STREET;WEST BISSELL STREET,True,True,1,477442178,-76.15875875876688,43.02613959966682
DEMONG DRIVE,254.03667567570588,CARLTON DRIVE,CARLTON DRIVE,True,True,1,477436957,-76.08882744866622,43.044455761932
HILLSIDE STREET,254.0758705805491,HUNTLEY STREET,BUTTERNUT STREET;KUHL AVENUE,True,True,1,477428224,-76.14251679960327,43.07716966297729
EAST WILLOW STREET,254.25263307319534,PEARL STREET,NORTH STATE STREET,True,True,1,477434007,-76.14942734181635,43.053047110364254
SOUTH SALINA STREET,254.33332942580773,PARRISH LANE,DORWIN AVENUE,True,True,1,477447296,-76.14371928535124,42.98571473427723
HILLVIEW AVENUE,254.47074493618976,CLYDE AVENUE,MAY AVENUE,True,True,1,477741333,-76.16117961354212,43.02053603851651
LIBERTY STREET,254.7557417495749,WEST BELDEN AVENUE,EDISON STREET,True,True,1,477433290,-76.17368231051661,43.05529011833761
CHAMPLIN DRIVE,254.8574118401361,DEAD END / SAME-NAME BRANCH,CALEB AVENUE,False,True,1,477431767,-76.10212483897526,43.06030364580751
BUTTERNUT STREET,255.58148698363647,SOUTH ALVORD STREET,PETERS STREET,True,True,1,477431540,-76.14512476586013,43.0613750948855
HUDSON STREET,255.8371615742426,RICH STREET,MARTIN LUTHER KING WEST,True,True,1,477441377,-76.15959509990395,43.02967529032249
GARFIELD PLACE,255.84508306730476,GARFIELD AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477441777,-76.14151925676127,43.02764811492529
PINE STREET,255.85002140279087,EAST GENESEE STREET,ASHWORTH PLACE,True,True,1,477436240,-76.12979884349791,43.047320616090154
CADWELL STREET,256.0300696371817,FENTON STREET,FITCH STREET,True,True,1,477439024,-76.1756003135541,43.03824808857223
GIRARD AVENUE,256.2003586976689,BALLANTYNE ROAD,ATLANTIC AVENUE,True,True,1,477444610,-76.15256379434263,43.01041412527332
SUMMIT AVENUE,256.2889493227512,CHARMOUTH DRIVE,ANNETTA STREET,True,True,1,477442973,-76.16558675716367,43.02168062708943
SOUTH STATE STREET,256.7046716278276,ALBERT TERRACE,MARTIN LUTHER KING EAST,True,True,1,477440279,-76.14702603211084,43.03384420952147
NEW STREET,256.71993884699094,LINDEN STREET,SOUTH SALINA STREET,True,True,1,477438227,-76.15011797219272,43.04043849765645
CANDEE AVENUE,256.7617548679664,DIDAMA STREET,SALT SPRINGS ROAD,True,True,1,477436464,-76.10482525660954,43.04640413231833
JAMES STREET,256.83936134691004,WILSON STREET,DURSTON AVENUE,True,True,1,477431146,-76.12646978623069,43.06316065409526
KIRKPATRICK STREET,257.04362494935083,BASIN STREET,NORTH STATE STREET,True,True,1,477431138,-76.15749980097277,43.06316560281016
REMINGTON AVENUE,257.50922431564,DEAD END / SAME-NAME BRANCH,DEAD END / SAME-NAME BRANCH,False,True,2,800052987;477443971,-76.13306505324593,43.01451705086093
EAST RAYNOR AVENUE,257.52383772260913,MONTGOMERY STREET,SOUTH SALINA STREET,True,True,1,477439763,-76.14897727803194,43.03542958990821
BALL AVENUE,257.54622340345986,MILNOR AVENUE,SALT SPRINGS ROAD,True,True,1,477436290,-76.10000268365295,43.04717167501429
MARTIN LUTHER KING WEST,257.74320626920536,CORTLAND AVENUE,MIDLAND AVENUE,True,True,1,477440773,-76.15353581764359,43.031876349595926
SOUTH SALINA STREET,257.91152401659065,EAST NEWELL STREET;WEST NEWELL STREET,EAST PLEASANT AVENUE,True,True,1,477443567,-76.14159676541955,43.01771661514422
WILLIS AVENUE,257.92579248810284,CHEMUNG STREET,GERE AVENUE,True,True,1,477432523,-76.19602481001635,43.05781610621991
PARKVIEW AVENUE,258.0040215552982,ONONDAGA AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477442006,-76.16282279002577,43.02657763247586
LISTMAN AVENUE,258.11038974408797,WADSWORTH STREET,WOODRUFF AVENUE,True,True,1,477428713,-76.138723307797,43.07461709813013
GRIFFITHS STREET,258.1349945915736,BUTTERNUT STREET,JOHN STREET,True,True,1,477429946,-76.14375507330104,43.068366694119014
NORTH GEDDES STREET,258.14620304401944,VAN RENSSELAER STREET,SHOECRAFT ROAD,True,True,1,800032500,-76.16938990943876,43.06117529445584
WEST NEWELL STREET,258.38301185374587,VALE STREET,KIRK PARK DRIVE,True,True,1,477443699,-76.15597633514315,43.016601128862746
ASH STREET,258.38472719218566,JOSEPHINE STREET,PETERS STREET,True,True,1,477431478,-76.1479182798346,43.06166209530906
BOISE DRIVE,258.91589072284796,LORRAINE AVENUE,RUTH AVENUE,True,True,1,477442492,-76.1317346054921,43.024194905124126
IRON PIER DRIVE,258.9706496272725,SHOECRAFT ROAD,VAN RENSSELAER STREET,True,True,1,800032497,-76.16817564812968,43.06043046890836
SOUTH CARBON STREET,259.3349945950606,HIER AVENUE,HIGHLAND STREET,True,True,1,477430864,-76.14105601833701,43.064083437677624
HOEFLER STREET,259.39138447620064,HARTSON STREET,ROWLAND STREET,True,True,1,477439662,-76.17965876101812,43.03604510221854
NORTH SALINA STREET,259.44619589137415,BUTTERNUT STREET,NORTH STATE STREET,True,True,1,477432651,-76.15205025634634,43.0573586082529
GRANT BOULEVARD,259.57852498787094,GRANT TERRACE,TEALL AVENUE,True,True,1,477429264,-76.12214427433855,43.07176209944081
MIDLAND AVENUE,259.585829578071,WEST MATSON AVENUE,HALL AVENUE,True,True,1,477444307,-76.14785631224449,43.012562112681294
HOLDEN STREET,259.6224872678643,HARTSON STREET,ROWLAND STREET,True,True,1,477439669,-76.18085753664943,43.03598895331267
FERNDALE DRIVE,259.6449141282764,WEST GLEN AVENUE,SMILEY DRIVE,True,True,1,477445305,-76.14603413634572,43.00583764449854
EAST SENECA TURNPIKE,259.72701360711596,MONTICELLO DRIVE NORTH;MONTICELLO DRIVE SOUTH,MUNSON DRIVE,True,True,1,477445940,-76.13918201705228,43.000355090322415
GREENWAY AVENUE,259.74827001666455,HAWLEY AVENUE,VANN STREET,True,True,1,477433060,-76.11945630588806,43.056057637135766
DELHI STREET,259.8210944547505,DEAD END / SAME-NAME BRANCH,OAK PLACE,False,True,1,477432811,-76.13213727207467,43.0568106276001
MILFORD DRIVE WEST,259.94868472230155,NORTHCLIFFE ROAD,DEAD END / SAME-NAME BRANCH,False,True,1,477430306,-76.09861315487272,43.06692653115074
SALT SHED DRIVE,260.10109569018425,VAN RENSSELAER STREET,SHOECRAFT ROAD,True,True,1,800032502,-76.16696129787857,43.059685550607966
SLOCUM AVENUE,260.2036901324216,KELLOGG STREET,SHONNARD STREET,True,True,1,477438055,-76.16147790079913,43.04113205962389
CARBON STREET,260.7300538084985,HERBERT STREET,CURTIS STREET,True,True,1,477430361,-76.14927081287179,43.06644712182347
PARK STREET,260.7410138176642,OBERST STREET,BUTTERNUT STREET,True,True,1,800038597,-76.14445270778255,43.06302247953963
HERRIMAN STREET,260.88610362336976,ROWLAND STREET,HARTSON STREET,True,True,1,477439622,-76.17705477811542,43.036170114577075
GILBERT AVENUE,260.9925957851021,CURTIS STREET,HERBERT STREET,True,True,1,477430005,-76.14810379936003,43.06805260735924
CADWELL STREET,261.0989235553363,FITCH STREET,CADWELL PLACE,True,True,1,477439223,-76.1755407382155,43.037539843932244
GRANT BOULEVARD,261.56437357829014,WADSWORTH STREET,WOODRUFF AVENUE,True,True,1,477429155,-76.13855394345964,43.072308570288435
TURTLE STREET,261.59754292940215,BRACE STREET,BURDICK AVENUE,True,True,1,477428396,-76.15429725845782,43.07643112969857
BUTTERNUT STREET,261.6436738962131,KNAUL STREET,FIRST NORTH STREET,True,True,1,477430324,-76.14332980863806,43.06677358708103
BUTTERNUT STREET,261.65729124200226,PETERS STREET,JOSEPHINE STREET,True,True,1,477431683,-76.14558979051608,43.06075261596155
SENECA PLACE,261.79817259027345,WEST SENECA TURNPIKE,DEAD END / SAME-NAME BRANCH,False,True,1,477445601,-76.15960675243856,43.00382448599248
SAINT MARKS AVENUE,261.9948111734242,RANN AVENUE,SCHOOL STREET,True,True,1,477433831,-76.18692377800178,43.053365021337484
PLEASANTVIEW AVENUE,262.03002596792106,RIVOLI AVENUE,DELMAR PLACE,True,False,2,477427834;477427764,-76.1345635114743,43.07920956795709
LODI STREET,262.03454145433835,NORTH STATE STREET,DANFORTH STREET,True,True,1,477430515,-76.15865784647596,43.06572810311076
COURT STREET,262.1896741203615,BRACE STREET,GRANT BOULEVARD,True,True,1,477428662,-76.15354432029098,43.07499834002142
PUTNAM STREET,262.22088441014006,DUDLEY STREET,ELLIOTT STREET,True,True,1,477439834,-76.16934130488848,43.0352665803025
LISTMAN AVENUE,262.27349948588324,DARLINGTON ROAD,MAYAR STREET,True,True,1,477428695,-76.13685578759963,43.07471261442168
ASH STREET,262.3366358370418,PETERS STREET,SOUTH ALVORD STREET,True,True,1,477431356,-76.14744483585432,43.06228660419216
GRAY AVENUE,262.4706454011899,DORCHESTER AVENUE,WHEATON ROAD,True,True,1,477429727,-76.12570583625401,43.069314579116046
EUCLID TERRACE,262.5856027453077,DEAD END / SAME-NAME BRANCH,DEAD END / SAME-NAME BRANCH,False,True,2,477439103;477439112,-76.11829206032576,43.03765628294807
SUMMIT AVENUE,262.70828538732724,BELLEVUE AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477440528,-76.16600799801462,43.032958784545386
POND STREET,262.75976435369523,NORTH ALVORD STREET,LILAC STREET,True,True,1,477430851,-76.15264929820309,43.064390151486826
EAST BEARD AVENUE,262.77091100208617,BEARD PLACE,SOUTH STATE STREET,True,True,1,477441867,-76.14457276802834,43.02737961507643
HILLSBORO PARKWAY,262.8242730595417,HADDON ROAD,HADDON ROAD,True,True,1,477438177,-76.08922429135598,43.04045210216033
SPRING STREET,262.97510063327275,HERBERT STREET,CURTIS STREET,True,True,1,477430178,-76.14871356626232,43.0672239170391
JAMES STREET,263.06655627347055,DEWITT STREET,SEDGWICK STREET,True,True,1,477431636,-76.13094077827098,43.06096911526826
BUTTERNUT STREET,263.0793925982767,SOUTH ALVORD STREET,SCHNEIDER STREET,True,True,1,477431425,-76.1446617535735,43.0620006134479
LYDELL STREET,263.10319228445366,HARTSON STREET,ROWLAND STREET,True,True,1,477439644,-76.17845879953177,43.03610213022882
CALEB AVENUE,263.23898905607007,STAFFORD AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477432110,-76.11137407388695,43.05885675059972
CROSSETT STREET,263.3097210589403,ROBINEAU ROAD,STINARD AVENUE,True,True,1,477441710,-76.1732893138539,43.027883610996085
EAST TAYLOR STREET,263.650307369757,OAKWOOD AVENUE;SOUTH TOWNSEND STREET,LATIMER TERRACE,True,True,1,477438522,-76.14611079214305,43.039362637160664
SOUTH CARBON STREET,263.6623470479179,HIER AVENUE,GRUMBACH AVENUE,True,True,1,477430840,-76.14007905013129,43.06412694386473
SUMMIT AVENUE,263.7604282847871,WEST COLVIN STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477442708,-76.16570529842552,43.02321710065996
STONE COURT,264.0133708714384,OTISCO STREET,OTISCO STREET,True,True,1,477436525,-76.16151590461862,43.045859353710206
EAST GENESEE STREET,264.1981873216141,FORMAN AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477436244,-76.13946360113313,43.047006063704316
CRAFTON AVENUE,264.1996047969521,ACADEMY PLACE,DEAD END / SAME-NAME BRANCH,False,True,1,477446746,-76.15069986138032,42.99197138160966
MEADOWBROOK DRIVE,264.2752354700573,CUMBERLAND PLACE,NOTTINGHAM ROAD;SHERBOURNE ROAD,True,True,1,477440649,-76.11214875984825,43.032308983749815
ORANGE ALLEY,264.3163926265406,FORMAN AVENUE,DEAD END / SAME-NAME BRANCH,False,True,1,477435911,-76.14045159698199,43.04793164844415
ARDMORE PLACE,264.3201524801599,HARFORD ROAD,WADSWORTH STREET,True,True,1,477427482,-76.14343076634421,43.08108912159571
RIVOLI AVENUE,264.40400664621626,PLEASANTVIEW AVENUE,KENWICK DRIVE,True,True,1,477427846,-76.13502830616002,43.078827648228554
FAIRFIELD AVENUE,264.56266019037054,EDGEWOOD AVENUE,FLETCHER AVENUE,True,True,1,477443655,-76.1659567807393,43.01688796085435
SEYMOUR STREET,264.77539169946954,AMY STREET,HIGHPOINT STREET;SOUTH WILBUR AVENUE,True,True,1,477437712,-76.17343944238638,43.04183158055249
CORTLAND AVENUE,264.9227129837013,ALEXANDER AVENUE,BLAINE STREET,True,True,1,477440356,-76.15218117252951,43.03360069382127
COUGHLIN AVENUE,264.95422226669206,NORTH COLLINGWOOD AVENUE,ASHDALE AVENUE,True,True,1,477428923,-76.1082357604456,43.07355513172358
BURNET AVENUE,264.9990473698619,NICHOLS AVENUE,SHERIDAN PLACE,True,True,2,477432120;477432087,-76.10260795184527,43.05888977616243
WARHAM STREET,265.0927049315806,CRAIG STREET,CLEVELAND AVENUE,True,True,1,477429271,-76.14467881059315,43.07173460890755
ATLANTIC AVENUE,265.1106283636209,LOOMIS AVENUE,SHIRLEY DRIVE,True,True,1,477444452,-76.15517437989372,43.011117063001265
GRAVES STREET,265.11111636282016,SEWARD STREET,HIGHLAND STREET,True,True,1,477431495,-76.14187077282818,43.06127147280369
SCHOOL STREET,265.1433977652798,NORTH LOWELL AVENUE,WEST FAYETTE STREET,True,True,1,477433865,-76.18540004039293,43.05345309368375
BARNES AVENUE,265.2158639136219,HOPPER ROAD;WEST SENECA TURNPIKE,ENGLEWOOD AVENUE,True,True,1,477445644,-76.15877476987771,43.00350361682691
GRIFFITHS STREET,265.33641279911154,CLEVELAND AVENUE,CRAIG STREET,True,True,1,477429737,-76.14639026604878,43.069426594577145
DAKIN STREET,265.3608059307329,CROLY STREET,BRUCE STREET,True,True,1,477435078,-76.11237640956455,43.05054980813821
HAWLEY AVENUE,265.4092833397646,VINE STREET,SHERWOOD AVENUE,True,True,1,477433124,-76.12519733364883,43.05555212010625
SOUTH SALINA STREET,265.46592886697283,ELK STREET,EAST COLVIN STREET;WEST COLVIN STREET,True,True,1,477442363,-76.1451249044109,43.025207376185406
FORDHAM ROAD,265.4705592498447,WHEATON ROAD,DORCHESTER AVENUE,True,True,1,477429329,-76.12583882594714,43.07126561502373
PARK STREET,265.53165681157236,HIGHLAND STREET,HIER AVENUE,True,True,1,477431136,-76.14098326602321,43.063017126747624
LEWIS STREET,265.57109330550014,PHARIS STREET,EMERSON AVENUE;KINGSLEY PLACE,True,True,1,477433075,-76.19032829021226,43.05584810536694
PARK STREET,265.77651549359007,GRUMBACH AVENUE,HIER AVENUE,True,True,1,477431129,-76.1399907978612,43.06306164207864
EAST COLVIN STREET,265.87225535882203,BENEDICT AVENUE,BERWYN AVENUE,True,True,1,477442110,-76.13869610616509,43.02619814015728
EAST GENESEE STREET,266.00343741714096,COMSTOCK AVENUE,PINE STREET,True,True,1,477436253,-76.13030383555936,43.046959575423735
GREENWAY AVENUE,266.0369897214561,BURNET AVENUE,HAWLEY AVENUE,True,True,1,477433285,-76.1194053161427,43.0553371147857
DARLINGTON ROAD,266.078709544276,BRIGGS STREET,HUNTLEY STREET;MAPLEHURST AVENUE,True,True,1,477428163,-76.13653930126127,43.077570160970986
REMINGTON AVENUE,266.21581600884133,DEAD END / SAME-NAME BRANCH,DEAD END / SAME-NAME BRANCH,False,True,2,477443861;800051964,-76.12993049735137,43.01530095375734
HAZELWOOD AVENUE,266.29724620363845,SMITH STREET,DEAD END / SAME-NAME BRANCH,False,True,1,477434312,-76.09011227742464,43.052100631038314
SOUTH CLINTON STREET,266.3638968790848,WALTON STREET,WEST FAYETTE STREET,True,True,1,477435895,-76.15356932767952,43.04833410049076
DANFORTH STREET,266.43186419869465,NORTH ALVORD STREET,NORTH SALINA STREET,True,True,1,477430409,-76.15760231091703,43.0663811029418
EAST BEARD AVENUE,266.4852479429908,SOUTH SALINA STREET;WEST BEARD AVENUE,BEARD PLACE,True,True,1,477441915,-76.1455078000463,43.027142119263466
CAMP AVENUE,266.7908330610906,BARNES AVENUE,MAINS AVENUE,True,True,2,477444926;800037981,-76.15845678073443,43.00784413396247
SHIRLEY DRIVE,266.8952083913969,ATLANTIC AVENUE,GROVE STREET,True,True,1,477444562,-76.15555784270583,43.01078208569057
HILLVIEW AVENUE,267.00494845039316,CRADDOCK STREET,CLYDE AVENUE,True,True,1,477443120,-76.16215425743529,43.02051363390838
RUGBY ROAD,267.0712882024571,HAMPTON ROAD,TEALL AVENUE,True,True,1,477430010,-76.12336717759263,43.06791230887217
ROBERT DRIVE,267.2983045385035,HUGHES PLACE NORTH,NORTH LORRAINE AVENUE,True,True,1,477441986,-76.13285987479404,43.02672857340232
SOUTH STATE STREET,267.32764337347965,ELIZABETH STREET,EAST COLVIN STREET,True,True,1,477442156,-76.14350434448254,43.026247075874366
POND STREET,267.4053405306329,GRIFFITHS STREET,HIGH STREET,True,True,1,477429545,-76.1480857676927,43.07050814284132
VELASKO ROAD,267.41980343706985,ATKINSON AVENUE,FAIRDALE AVENUE,True,True,1,477441831,-76.18543483082189,43.02776109637538
ESSEX STREET,267.56498393069046,AVERY AVENUE,HAYDEN AVENUE,True,True,1,477433294,-76.1971927835132,43.05509063568847
PARK STREET,267.6930086138108,GRUMBACH AVENUE,MERZ AVENUE,True,True,1,477431107,-76.13899427516243,43.06310614459214
NORTH FRANKLIN STREET,267.7099547855883,GENANT DRIVE,PLUM STREET,True,True,1,600009015,-76.15626191157915,43.05668372062667
UNIVERSITY AVENUE,267.84827050030435,EAST FAYETTE STREET,ASHWORTH PLACE,True,True,1,477435942,-76.13429529643156,43.0480981449902
KNAUL STREET,268.0890351299411,HIER AVENUE,HIGHLAND STREET,True,True,1,477430309,-76.14121476549583,43.06651262349633
STOLP AVENUE,268.0955996566892,REED AVENUE,RIDER AVENUE,True,True,1,477441237,-76.18108032865484,43.02986459951212
SOUTH FRANKLIN STREET,268.18519384516543,WEST FAYETTE STREET,WALTON STREET,True,True,1,477435890,-76.15552926299462,43.04834264606246
EAST CHAFFEE AVENUE,268.18721131008016,NORMANOR DRIVE,BROOKLEA PLACE,True,True,1,477446201,-76.14982230778034,42.997722111792065
PINE STREET,268.2099525024593,EAST FAYETTE STREET,ASHWORTH PLACE,True,True,1,477435965,-76.12978232842968,43.04803963987539
EAST WATER STREET,268.2971346307038,SOUTH WARREN STREET,EAST GENESEE STREET,True,True,1,481561654,-76.1512690772706,43.0505280338788
EAST WASHINGTON STREET,268.38327358132926,SOUTH WARREN STREET,EAST GENESEE STREET,True,True,1,481561660,-76.15028588469076,43.0495784955936
BUTTERNUT STREET,268.43893662500136,PROSPECT AVENUE,NORTH SALINA STREET,True,True,1,477432462,-76.15161028438736,43.057897611407256
JAMES STREET,268.6124412594909,NORTH COLLINGWOOD AVENUE,NORTH EDWARDS AVENUE,True,True,1,477429812,-76.10696279333321,43.06882090899627
