FID,ID,SPP_COM,SPP_BOT,DBH,AREA,PLANTDATE,CENSUSTRAC,ARPA,ADDRESS,STREET,X,Y,LATITUDE,LONGITUDE,x2,y2
4522,51645,Needs Approval,Planting Site - Needs Approval,0,Southside,To Be Determined,53,Yes,1638,Salina St S,936760.959999999,1104257.06,43.0298505257,-76.1474209257418,-8476692.37804238,5316517.81737231
4523,51646,"Maple, Hedge",Acer campestre,6,Southside,To Be Determined,54,Yes,1818,Salina St S,936958.810000003,1103699.18,43.0283170291,-76.1466918284,-8476611.21526169,5316284.29290745
4524,51647,"lilac, Japanese tree",Syringa reticulata,7,Southside,To Be Determined,54,Yes,1906,Salina St S,937048.999999991,1103444.82,43.0276178447,-76.1463594821,-8476574.21861582,5316177.82140989
4525,51648,Needs Approval,Planting Site - Needs Approval,0,Brighton,N/A,54,Yes,1605,Midland Ave,935985.99,1101801.99,43.0231254558023,-76.1503666137144,-8477020.2905771,5315493.75121939
4526,51649,"serviceberry, downy",Amelanchier arborea,6,Southside,Fall 2005,54,Yes,108,Beard Ave E,937450.000000006,1103312.1,43.0272479603,-76.144862412,-8476407.5654828,5316121.49606937
4527,51650,Needs Approval,Planting Site - Needs Approval,0,South Valley,N/A,60,No,110,Academy Green,935970.63,1093471.15,43.0002679588572,-76.1505845645427,-8477044.55256873,5312013.94340466
4528,51651,"Oak, Red",Quercus rubra,21,Southside,To Be Determined,53,Yes,112,Kirk Ave,936486.810000012,1104082.73,43.0293761106,-76.1484496079,-8476806.8904445,5316445.57169314
4529,51652,"Crabapple, Spp.",Malus spp.,10,Southside,To Be Determined,53,Yes,116,Kirk Ave,936384.490000007,1104045.3,43.0292748659,-76.1488330002,-8476849.56950252,5316430.15385386
4530,51653,"Maple, Sugar",Acer saccharum,19,Southside,To Be Determined,53,Yes,120,Kirk Ave,936301.550000014,1104020.52999997,43.0292080807,-76.1491436672,-8476884.15280529,5316419.98362062
4531,51654,Needs Approval,Planting Site - Needs Approval,0,Brighton,N/A,59,Yes,190,Ostrander Ave W,937437.67,1098606.31,43.0143366716147,-76.1450003824248,-8476422.92417584,5314155.60023137
4532,51655,Needs Approval,Planting Site - Needs Approval,0,Brighton,N/A,59,Yes,1147,Cannon St,937430.11,1098826.92,43.0149420770602,-76.1450243444973,-8476425.59162748,5314247.77110678
4533,51656,"Linden, Littleleaf",Tilia cordata,22,Brighton,To Be Determined,59,Yes,1123,Cannon St,937425.07,1099031.78,43.0155042324067,-76.145039191859,-8476427.24443347,5314333.35811856
4534,51657,Ginkgo,Ginkgo biloba,4,University Neighborhood,To Be Determined,44,Yes,116,Windsor Pl,942694.42,1104804.38999998,43.0312655789,-76.1252190096,-8474220.87125291,5316733.31030477
4535,51658,"Pear, Callery",Pyrus calleryana,4,Southside,Fall 2005,54,Yes,1814,State St S,937695.330000009,1103221.13999998,43.0269948714,-76.1439467113,-8476305.63010572,5316082.95632407
4536,51659,Ginkgo,Ginkgo biloba,9,Southside,To Be Determined,53,Yes,416,Raynor Ave E,937340.39,1105969.78,43.0345415009491,-76.1452204668888,-8476447.42404354,5317232.20633634
4537,51660,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Southside,To Be Determined,53,Yes,416,Raynor Ave E,937337.17,1106005.82,43.0346404312144,-76.1452318070073,-8476448.68642099,5317247.27302132
4538,51661,"Locust, Black",Robinia pseudoacacia,21,Meadowbrook,To Be Determined,46,No,123,Lockwood Rd,952000.5,1107516.49,43.0385621912744,-76.0903546826931,-8470339.79094474,5317844.56135115
4539,51662,"honeylocust, thornless",Gleditsia triacanthos inermis,14,Meadowbrook,To Be Determined,46,No,111,Lockwood Rd,951582.17,1107430.07,43.0383318092243,-76.0919213137519,-8470514.1875709,5317809.47286875
4540,51663,Ginkgo,Ginkgo biloba,1.75,Meadowbrook,Spring 2023,46,No,109,Lockwood Rd,951516.89,1107426.13,43.03832204719,-76.0921655751008,-8470541.37862859,5317807.98605781
4541,51664,"Redbud, Eastern",Cercis canadensis,4,Westcott,To Be Determined,45,Yes,1106,Westmoreland Ave,945770.31,1105229.16,43.0323844041072,-76.1137062575872,-8472939.27715961,5316903.69531866
4542,51665,"Crabapple, Spp.",Malus spp.,16,Meadowbrook,To Be Determined,46,No,125,Harrington Rd,948961.08,1107704.93,43.0391276235885,-76.1017194236021,-8471604.90852937,5317930.68033852
4543,51666,"Cedar, White arbor",Thuja occidentalis,3,Meadowbrook,To Be Determined,46,No,805,Demong Dr,953948.48,1109507.29999998,43.0439927708,-76.0830240037094,-8469523.74327477,5318671.70714423
4544,51667,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Southside,To Be Determined,53,Yes,416,Raynor Ave E,937329.45,1106122.92,43.0349618329471,-76.1452583962306,-8476451.64632345,5317296.22139149
4545,51668,"Linden, Littleleaf",Tilia cordata,9,Southside,Fall 2005,54,Yes,1901,State St S,937819.649999998,1102991.55000001,43.0263631509,-76.1434862810993,-8476254.37523358,5315986.76022785
4546,51671,Buckeye,Aesculus glabra,3,Southside,To Be Determined,53,Yes,221,Kennedy St E,937396.1,1104776.15,43.0312656993819,-76.1450354052237,-8476426.8230391,5316733.32853353
4547,51672,"Cherry, Sargent",Prunus sargentii,2,Salt Springs,Spring 2021,36.02,No,181,Harwood Ave,949263.191707525,1111063.65880549,43.0483382473,-76.1005171184,-8471471.06856393,5319333.63064078
4548,51673,"Maple, Silver",Acer saccharinum,26,Outer Comstock,To Be Determined,55,Yes,115,Stevens Pl,939809.469999998,1100184.52999998,43.0186325885,-76.1361008079416,-8475432.227792,5314809.65835532
4549,51674,"Maple, Silver",Acer saccharinum,30,Outer Comstock,To Be Determined,55,Yes,115,Stevens Pl,939800.47000001,1100202.78999999,43.0186828206,-76.1361340977,-8475435.93358739,5314817.30652664
4550,51675,"Redbud, Eastern",Cercis canadensis,1.75,Southside,Fall 2021,53,Yes,138,Baker Ave,937618.787190891,1104378.63499589,43.0301718308939,-76.1442103248319,-8476334.97547117,5316566.74723888
4551,51676,"Zelkova, Sawtooth",Zelkova serrata,8,Eastwood,To Be Determined,9,No,116,Rugby Rd,943519.070000009,1118003.24,43.0674671120336,-76.1218633972,-8473847.32637304,5322247.98770746
4552,51677,"Hackberry, Common",Celtis occidentalis,2,Southside,Spring 2013,53,Yes,226,Baker Ave,937761.51,1103990.44,43.0291046772248,-76.1436841493696,-8476276.40185877,5316404.23710705
4553,51678,"Hackberry, Common",Celtis occidentalis,1,Southside,To Be Determined,53,Yes,201,Kennedy St E,937293.23,1104738.35,43.0311634589474,-76.1454208791429,-8476469.7338125,5316717.75857714
4554,51679,"Oak, Swamp White",Quercus bicolor,2,Southside,Fall 2005,53,Yes,238,Baker Ave,937791.09,1103901.69,43.0288607456561,-76.1435752616677,-8476264.28052927,5316367.0906967
4555,51680,"honeylocust, thornless",Gleditsia triacanthos inermis,1,Southside,Fall 2020,42,Yes,1412,McBride St S,937723.661164484,1106897.40723523,43.0370811654168,-76.1437687806373,-8476285.82303832,5317618.99481198
4556,51681,"Elm, American",Ulmus americana,1,University Neighborhood,Fall 2018,45,Yes,816,Euclid Ave,944201.85,1106793.94,43.0367016495912,-76.1195400942763,-8473588.69713525,5317561.19404729
4557,51682,Needs Approval,Planting Site - Needs Approval,0,University Neighborhood,N/A,45,Yes,826,Euclid Ave,944321.81,1106803.85,43.036727020688,-76.1190911976919,-8473538.72618011,5317565.05810067
4558,51683,"Maple, Norway",Acer platanoides,12,University Neighborhood,To Be Determined,45,Yes,912,Westcott St,944384.39,1106204.82,43.0350824985137,-76.1188695226913,-8473514.04941018,5317314.59856824
4559,51684,"Maple, Sugar",Acer saccharum,16,University Neighborhood,To Be Determined,45,Yes,916,Westcott St,944387.52,1106158.64,43.03495574585,-76.1188587713123,-8473512.85257069,5317295.29450821
4560,51685,Tree Of Heaven,Ailanthus altissima,15,University Neighborhood,To Be Determined,45,Yes,830,Westcott St,944364.96,1106479.67,43.0358369057823,-76.1189365091747,-8473521.50632012,5317429.4934141
4561,51686,"honeylocust, thornless",Gleditsia triacanthos inermis,27,Eastwood,To Be Determined,9,No,128,Rugby Rd,943332.269999991,1118199.31999998,43.0680079153,-76.1225584133,-8473924.69524342,5322330.39440564
4562,51687,"honeylocust, thornless",Gleditsia triacanthos inermis,23,Eastwood,To Be Determined,9,No,130,Rugby Rd,943290.619999991,1118194.55999997,43.0679954827,-76.1227143757,-8473942.0569076,5322328.49993922
4563,51688,"Hackberry, Common",Celtis occidentalis,1,Outer Comstock,Spring 2013,55,Yes,338,Jamesville Ave,940242.49,1101790.62,43.0230329373832,-76.1344495341574,-8475248.40881265,5315479.6637735
4564,51689,"honeylocust, thornless",Gleditsia triacanthos inermis,10,Salt Springs,To Be Determined,36.01,Yes,201,Candee Ave,948103.02,1110733.96,43.0474518772391,-76.1048644007913,-8471955.00597151,5319198.61071248
4565,51690,Butternut,Juglans cinerea,7,Salt Springs,To Be Determined,36.01,Yes,212,Candee Ave,948077.93,1110642.43,43.0472011376491,-76.1049602137191,-8471965.67181919,5319160.41614445
4566,51691,"Maple, Norway",Acer platanoides,9,Salt Springs,To Be Determined,36.01,Yes,212,Candee Ave,948078.82,1110624.83,43.0471528343975,-76.1049572595025,-8471965.34295679,5319153.05824258
4567,51692,"Maple, Norway",Acer platanoides,20,Salt Springs,To Be Determined,36.01,Yes,151,Didama St,947737.04,1110464.16,43.046717339435,-76.1062392651268,-8472108.05521256,5319086.72074255
4568,51693,"Maple, Norway",Acer platanoides,33,Southside,To Be Determined,42,Yes,147,Rose Ave,937728.02,1106810.67,43.0368431190679,-76.143754175683,-8476284.19721971,5317582.73990115
4569,51694,"Maple, Norway",Acer platanoides,13,University Neighborhood,To Be Determined,44,Yes,102,Kensington Rd,943047.520000011,1105050.76999998,43.0319362846,-76.1238933675,-8474073.30141361,5316835.45114916
4570,51695,"Maple, Norway",Acer platanoides,3,University Neighborhood,To Be Determined,44,Yes,197,Clarendon St,942165.22,1107290.27,43.0380940600034,-76.127147708633,-8474435.57317693,5317773.26225571
4571,51696,"hornbeam, American",Carpinus caroliniana,2,University Neighborhood,Spring 2013,44,Yes,118,Clarendon St,942022.708521142,1107247.5553462,43.0379789862461,-76.1276816303801,-8474495.00909219,5317755.73599382
4572,51697,"Linden, Littleleaf",Tilia cordata,11,University Neighborhood,To Be Determined,44,Yes,122,Kensington Rd,943283.339999991,1105097.8,43.0320617781,-76.1230104231,-8473975.01245686,5316854.56249799
4573,51698,"hornbeam, American",Carpinus caroliniana,24,University Neighborhood,To Be Determined,44,Yes,105,Kensington Rd,943118.440000009,1105128.05999998,43.0321472822,-76.12362654,-8474043.59829774,5316867.58389995
4574,51699,Ginkgo,Ginkgo biloba,12,University Neighborhood,To Be Determined,44,Yes,933,Ackerman Ave,943014.21,1105512.21,43.0332028499315,-76.1240085071636,-8474086.11871395,5317028.33764123
4575,51700,"Maple, Norway",Acer platanoides,14,University Neighborhood,To Be Determined,44,Yes,925,Ackerman Ave,943008.3,1105593.42,43.0334257566589,-76.1240289497094,-8474088.39437035,5317062.28474093
4576,51701,Needs Approval,Planting Site - Needs Approval,0,University Neighborhood,N/A,44,Yes,909,Ackerman Ave,942997.03,1105752.17,43.0338614923491,-76.1240678532158,-8474092.72509392,5317128.64452498
4577,51702,"elm, hybrid",Ulmus x,2,University Neighborhood,Spring 2013,44,Yes,718,Livingston Ave,942182.08,1107074.87,43.0375028101706,-76.1270890236122,-8474429.04038323,5317683.21255668
4578,51703,Ginkgo,Ginkgo biloba,1,University Neighborhood,Fall 2020,44,Yes,720,Livingston Ave,942184.73,1107023.45,43.0373616882887,-76.1270801568346,-8474428.05333656,5317661.71926151
4579,51704,"Crabapple, Spp.",Malus spp.,7,Brighton,To Be Determined,54,Yes,225,Amherst Ave,938455.710000008,1101911.18999999,43.023389761,-76.1411288667,-8475991.94895324,5315533.99647238
4580,51705,London Planetree,Platanus x acerifolia,2.5,University Neighborhood,Fall 2022,44,Yes,101,Berkeley Dr,941981.15,1105752.17,43.0338766765514,-76.127867422262,-8474515.69132218,5317130.95696783
4581,51706,Needs Approval,Planting Site - Needs Approval,0,Near Eastside,N/A,35,Yes,2215,Genesee St E,945103.669156935,1110024.98847463,43.0455530211732,-76.1160997162275,-8473205.71595311,5318909.36628505
4582,51707,"Locust, Black",Robinia pseudoacacia,24,Near Eastside,To Be Determined,35,Yes,1929,Genesee St E,943930.720000009,1110093.17999999,43.0457579495,-76.1204861732,-8473694.01426475,5318940.58164864
4583,51708,"Linden, Littleleaf",Tilia cordata,15,Near Eastside,To Be Determined,35,Yes,1901,Genesee St E,943720.659999995,1110219.00999999,43.046106367,-76.1212693943,-8473781.20207126,5318993.65405739
4584,51709,"Ash, Green",Fraxinus pennsylvanica,17,University Neighborhood,To Be Determined,44,Yes,901,Ackerman Ave,942993.05,1105823.79,43.0340580577436,-76.1240812738184,-8474094.21907069,5317158.58034304
4585,51710,Ginkgo,Ginkgo biloba,13,University Neighborhood,To Be Determined,44,Yes,901,Ackerman Ave,943041.07,1105868.96,43.0341812709916,-76.1239007456,-8474074.12275589,5317177.34508655
4586,51711,"Linden, Littleleaf",Tilia cordata,17,Eastwood,To Be Determined,18,No,448,Woodbine Ave,946871.61,1115374.93,43.0602045236265,-76.1093730447064,-8472456.90618543,5321141.39702845
4587,51712,"honeylocust, thornless",Gleditsia triacanthos inermis,24,Eastwood,To Be Determined,9,No,117,Rugby Rd,943448.840000011,1118036.60999998,43.0675597291,-76.1221255265,-8473876.50648663,5322262.10048962
4588,51713,"Sycamore, American",Platanus occidentalis,38,Eastwood,To Be Determined,9,No,115,Rugby Rd,943480.150000007,1117992.92,43.0674393842,-76.1220092565,-8473863.56336651,5322243.76260163
4589,51714,"honeylocust, thornless",Gleditsia triacanthos inermis,26,Salt Springs,To Be Determined,36.01,Yes,143,Niven St,947684.41,1110793.6,43.0476220487824,-76.1064291487359,-8472129.19297365,5319224.53261962
4590,51715,"Zelkova, Sawtooth",Zelkova serrata,3,University Neighborhood,To Be Determined,44,Yes,730,Livingston Ave,942191.78,1106928.83,43.0371019718419,-76.1270557106404,-8474425.33199562,5317622.16377984
4591,51716,"Crabapple, Spp.",Malus spp.,9,Brighton,Fall 2005,54,Yes,2215,State St S,938174.539999996,1101985.80999999,43.0235985564,-76.1421788491684,-8476108.83250659,5315565.7894247
4592,51717,"honeylocust, thornless",Gleditsia triacanthos inermis,16,Salt Springs,To Be Determined,36.01,Yes,133,Niven St,947596.76,1110788.08,43.0476082694229,-76.1067571646581,-8472165.70755076,5319222.43363055
4593,51718,Needs Approval,Planting Site - Needs Approval,0,Salt Springs,N/A,36.01,Yes,128,Niven St,947555.87,1110785.08,43.0476006751913,-76.1069101978311,-8472182.7431311,5319221.27681306
4594,51719,"Maple, Norway",Acer platanoides,16,Salt Springs,To Be Determined,36.01,Yes,2636,Fayette St E,947613.15,1111073.64,43.0483915086099,-76.1066897831616,-8472158.20668102,5319341.74390964
4595,51720,"Redbud, Eastern",Cercis canadensis,2,University Neighborhood,Spring 2013,44,Yes,401,Euclid Ave,942238.944276005,1106759.70357615,43.0366372318635,-76.1268827381611,-8474406.07677719,5317551.38310656
4596,51721,"Maple, Paperbark",Acer griseum,1.5,University Neighborhood,Fall 2021,44,Yes,741,Livingston Ave,942236.046134896,1106818.5812257,43.036798819223,-76.1268923808723,-8474407.15020059,5317575.99307024
4597,51722,"Maple, Hedge",Acer campestre,3,University Neighborhood,To Be Determined,44,Yes,725,Livingston Ave,942222.26,1107006.97,43.0373159119791,-76.1269401151931,-8474412.46396692,5317654.74740071
4598,51723,"lilac, Japanese tree",Syringa reticulata,2,Eastwood,Fall 2020,17.02,No,1134,Teall Ave,943380.596625,1116118.79689,43.0622988340797,-76.1224203314972,-8473909.32399429,5321460.49074358
4599,51724,Needs Approval,Planting Site - Needs Approval,0,Meadowbrook,To Be Determined,46,No,301,Barrington Rd,953709.790000001,1109379.34000001,43.0436455862,-76.0839197352,-8469623.45568297,5318618.82435024
4600,51725,"Maple, Hedge",Acer campestre,6,Salt Springs,To Be Determined,36.01,Yes,600,Seeley Ave,948375.4,1111123.25,43.048515711956,-76.103837110686,-8471840.64853203,5319360.6638762
4601,51726,"Maple, Norway",Acer platanoides,13,Salt Springs,To Be Determined,36.01,Yes,622,Seeley Ave,948380.93,1110844.11,43.0477497457116,-76.103822388567,-8471839.0096663,5319243.98452022
4602,51727,"Maple, Norway",Acer platanoides,17,Salt Springs,To Be Determined,36.01,Yes,622,Seeley Ave,948354.34,1110841.6,43.0477432757394,-76.1039219155621,-8471850.08896424,5319242.99895733
4603,51728,Needs Approval,Planting Site - Needs Approval,0,Salt Springs,N/A,36.01,Yes,622,Seeley Ave,948315.97,1110841.1,43.047742505102,-76.1040654686493,-8471866.06922597,5319242.88156627
4604,51729,"Hackberry, Common",Celtis occidentalis,9,Salt Springs,To Be Determined,36.01,Yes,215,Niven St,948255.28,1110834.58,43.0477255666842,-76.1042926495264,-8471891.35889356,5319240.3013587
4605,51730,"honeylocust, thornless",Gleditsia triacanthos inermis,10,Salt Springs,To Be Determined,36.01,Yes,201,Candee Ave,948143.17,1110798.41,43.0476280814103,-76.1047128252316,-8471938.1326534,5319225.45157058
4606,51731,"honeylocust, thornless",Gleditsia triacanthos inermis,12,Salt Springs,To Be Determined,36.01,Yes,201,Candee Ave,948208.03,1110803.28,43.0476404282669,-76.1044700800669,-8471911.11037665,5319227.33234892
4607,51732,Ginkgo,Ginkgo biloba,1,Westcott,To Be Determined,45,Yes,151,Clarke St,944841,1107652.55,43.0390477232876,-76.1171316197641,-8473320.58691196,5317918.51085442
4608,51733,"Hackberry, Common",Celtis occidentalis,6,Near Eastside,To Be Determined,34,Yes,221,Ashworth Pl,941215.36,1110800.84,43.0477402027986,-76.1306297808087,-8474823.19588459,5319242.53069559
4609,51734,"Hackberry, Common",Celtis occidentalis,20,Near Eastside,To Be Determined,34,Yes,219,Ashworth Pl,941171.57,1110801.31,43.0477421402478,-76.1307935906033,-8474841.43111341,5319242.82582362
4610,51735,"Ash, Green",Fraxinus pennsylvanica,22,South Valley,To Be Determined,60,No,203,Riverdale Dr,934665.18,1093651.51,43.0007811689357,-76.1554610993688,-8477587.40612204,5312092.05987373
4611,51736,"Spruce, White",Picea glauca,8,South Valley,To Be Determined,60,No,303,Kramer Dr,934799.15,1093758.9,43.0010739473648,-76.1549582480704,-8477531.42895593,5312136.62442626
4612,51737,"Spruce, White",Picea glauca,11,South Valley,To Be Determined,60,No,303,Kramer Dr,934785.95,1093766.7,43.0010955333108,-76.1550074436435,-8477536.90538403,5312139.91008611
4613,51738,"maple, Amur",Acer tataricum ginnala,7,South Valley,To Be Determined,61.03,Yes,5825,Salina St S,937919.81,1088324.79,42.9861198377378,-76.1433989745182,-8476244.65596942,5309860.69294599
4614,51739,Needs Approval,Planting Site - Needs Approval,0,Brighton,N/A,58,Yes,137,Vale St,934397.17,1099146.47,43.0158617084584,-76.1563585545111,-8477687.31053008,5314387.78346041
4615,51740,"Hackberry, Common",Celtis occidentalis,22,Outer Comstock,To Be Determined,56.01,No,1223,Jamesville Ave,942433.14,1098476.65,43.0139078612122,-76.1263249964587,-8474343.98904448,5314090.31600236
4616,51741,"honeylocust, thornless",Gleditsia triacanthos inermis,15,Outer Comstock,To Be Determined,55,Yes,134,Remington Ave,940782.310000012,1099413.68,43.0165033062,-76.1324785861,-8475029.00375156,5314485.46708433
4617,51742,"Maple, Norway",Acer platanoides,15,University Neighborhood,To Be Determined,56.01,No,1325,Colvin St E,943607.176380641,1102201.59867858,43.0241105115,-76.121858787,-8473846.81280235,5315643.74463479
4618,51743,"Crabapple, Spp.",Malus spp.,5,South Valley,To Be Determined,61.02,Yes,345,Lafayette Rd,941332.770000003,1090678.42,42.9925278741,-76.1305963827,-8474819.47756066,5310835.89238125
4619,51744,Needs Approval,Planting Site - Needs Approval,0,Meadowbrook,N/A,46,No,105,Lockwood Rd,951439.14,1107419.9,43.0383062016042,-76.0924565295843,-8470573.76754387,5317805.57269006
4620,51745,"Maple, Red",Acer rubrum,22,Meadowbrook,To Be Determined,46,No,114,Ferris Ave,947378.17,1109700.7,43.0446282123766,-76.1075979655794,-8472259.30508647,5318768.49754012
4621,51746,"Maple, Norway",Acer platanoides,30,Meadowbrook,To Be Determined,46,No,120,Ferris Ave,947456.38,1109472.5,43.0440008801677,-76.1073102372138,-8472227.27529572,5318672.94220528
4622,51747,"Maple, Red",Acer rubrum,5,South Valley,To Be Determined,61.03,Yes,146,Harding Pl,938329.580000008,1090983.21000001,42.9934079919,-76.141815341,-8476068.36669654,5310969.83993497
4623,51748,"Maple, Norway",Acer platanoides,25,North Valley,To Be Determined,60,No,207,Camp Ave,933991.81,1096147.45,43.0076387938724,-76.1579310302753,-8477862.35771909,5313135.93216592
4624,51749,"Maple, Norway",Acer platanoides,30,North Valley,To Be Determined,60,No,207,Camp Ave,934002.68,1096115.93,43.0075521597809,-76.1578909885519,-8477857.90029267,5313122.74393935
4625,51750,"Maple, Norway",Acer platanoides,22,North Valley,To Be Determined,60,No,120,Mains Ave,934047.25,1096005.06,43.0072473405716,-76.1577264596122,-8477839.58500641,5313076.34174478
4626,51751,"Zelkova, Sawtooth",Zelkova serrata,25,North Valley,To Be Determined,60,No,130,Mains Ave,934093.71,1095876.52,43.0068940127428,-76.1575552012657,-8477820.52060537,5313022.55544011
4627,51752,"Maple, Sugar",Acer saccharum,5,South Valley,To Be Determined,61.03,Yes,101,Windemere Rd,939296.01,1090508.93,42.9920926944712,-76.1382124805728,-8475667.29796788,5310769.66182653
4628,51753,Hornbeam/ Hop Hornbe,Ostrya virginiana,1,Southside,Fall 2019,54,Yes,218,Borden Ave W,936283.663040337,1103299.43981979,43.0272298518089,-76.1492245054521,-8476893.15166024,5316118.73851829
4629,51754,Needs Approval,Planting Site - Needs Approval,0,North Valley,N/A,61.01,Yes,408,Clarence Ave,939036.43,1094966.9,43.0043280139768,-76.1390945928331,-8475765.49438959,5312631.94857806
4630,51755,Ginkgo,Ginkgo biloba,10,Meadowbrook,To Be Determined,46,No,103,Lockwood Rd,951388.29,1107415.63,43.0382953015996,-76.0926468236257,-8470594.95098643,5317803.91256128
4631,51756,Ginkgo,Ginkgo biloba,9,Meadowbrook,To Be Determined,46,No,103,Lockwood Rd,951367.62,1107415.96,43.0382965384845,-76.0927241310152,-8470603.55680845,5317804.10094481
4632,51757,"Fringetree, White",Chionanthus virginicus,1,Meadowbrook,Fall 2018,46,No,108,Lockwood Rd,951530.7,1107386.62,43.0382134214572,-76.0921147845407,-8470535.72464657,5317791.44180078
4633,51758,"lilac, Japanese tree",Syringa reticulata,4,Eastwood,To Be Determined,17.02,No,118,Vann St,943728.59,1113939.3,43.0563136688228,-76.1211630910541,-8473769.3685329,5320548.60660278
4634,51759,Needs Approval,Planting Site - Needs Approval,0,Brighton,N/A,59,Yes,199,Calthrop Ave W,937422.55,1099123.81,43.015756775135,-76.1450468185595,-8476428.09343627,5314371.80749198
4635,51760,London Planetree,Platanus x acerifolia,19,Southside,To Be Determined,53,Yes,200,Kirk Ave,936192.760000006,1103979.05999999,43.0290958407,-76.1495513327,-8476929.53392516,5316402.89142906
4636,51761,London Planetree,Platanus x acerifolia,20,Southside,To Be Determined,53,Yes,206,Kirk Ave,936164.219999993,1103968.82999999,43.0290681768,-76.1496582669,-8476941.43779798,5316398.67869909
4637,51762,"Crabapple, Spp.",Malus spp.,15,Meadowbrook,To Be Determined,46,No,113,Harrington Rd,948930.42,1108139.58,43.0403206616576,-76.1018247814207,-8471616.63692187,5318112.39048017
4638,51763,"Maple, Silver",Acer saccharinum,38,Brighton,To Be Determined,59,Yes,199,Calthrop Ave W,937421.91,1099179.9,43.0159106808244,-76.1450481170999,-8476428.23799047,5314395.23955415
4639,51764,"honeylocust, thornless",Gleditsia triacanthos inermis,21,Brighton,To Be Determined,59,Yes,191,Calthrop Ave W,937522.14,1099226.55,43.016037240649,-76.1446724365871,-8476386.41741463,5314414.50826878
4640,51765,Needs Approval,Planting Site - Needs Approval,0,Brighton,N/A,59,Yes,171,Calthrop Ave W,937704.3,1099234.74,43.0160570993639,-76.1439911615686,-8476310.57820214,5314417.53176264
4641,51766,"maple, Miyabe",Acer miyabei,4,North Valley,Spring 2018,60,No,334,Seneca Tpke W,935542.272366522,1094146.76991381,43.0021277356,-76.1521728672,-8477221.36168884,5312297.025984
4642,51767,"Zelkova, Sawtooth",Zelkova serrata,23,North Valley,To Be Determined,60,No,200,Mains Ave,934116,1095821.09,43.0067416165665,-76.1574729195037,-8477811.36103728,5312999.35660678
4643,51768,"Spruce, White",Picea glauca,10,South Valley,To Be Determined,60,No,303,Kramer Dr,934779.35,1093772.71,43.0011121155955,-76.1550320012295,-8477539.63912302,5312142.43412494
4644,51769,"Linden, Littleleaf",Tilia cordata,29,North Valley,To Be Determined,60,No,202,Mains Ave,934130.67,1095782.5,43.0066355311181,-76.1574188065673,-8477805.33720992,5312983.20755684
4645,51770,"Maple, Silver",Acer saccharinum,29,Southside,To Be Determined,53,Yes,309,Cortland Ave,935652.42,1105658,43.0337100528452,-76.1515398570997,-8477150.89556427,5317105.58102529
4646,51771,Needs Approval,Planting Site - Needs Approval,0,North Valley,N/A,60,No,446,Seneca Tpke W,934776.12,1094248.27,43.0024169799784,-76.1550350120868,-8477539.97430115,5312341.05355765
4647,51772,"Maple, Sugar",Acer saccharum,10,Meadowbrook,To Be Determined,46,No,111,Harrington Rd,948927.27,1108180.69,43.0404335053216,-76.1018356821496,-8471617.8503868,5318129.57774091
4648,51773,"Maple, Japanese",Acer palmatum,14,Meadowbrook,To Be Determined,46,No,107,Harrington Rd,948907.92,1108324.12,43.0408273407317,-76.1019049851306,-8471625.56516514,5318189.56320728
4649,51774,"Crabapple, Spp.",Malus spp.,16,Meadowbrook,To Be Determined,46,No,103,Harrington Rd,948889.54,1108431.27,43.0411216188765,-76.1019714387772,-8471632.9627561,5318234.38525796
4650,51775,"honeylocust, thornless",Gleditsia triacanthos inermis,9,Meadowbrook,To Be Determined,46,No,101,Harrington Rd,948881.8,1108478.67,43.0412517926852,-76.1019993743911,-8471636.07253652,5318254.21234108
4651,51776,persian parrotia,Parrotia persica,1,Meadowbrook,Fall 2017,46,No,101,Harrington Rd,948905.02,1108545.91,43.0414359146628,-76.1019110749551,-8471626.24308662,5318282.25647101
4652,51777,"smoketree, American",Cotinus coggygria,1,Southside,To Be Determined,54,Yes,407,Garfield Ave,938303.489999997,1103020.05999999,43.0264344066,-76.1416762904765,-8476052.8879346,5315997.61075043
4653,51778,"smoketree, American",Cotinus coggygria,1,Southside,To Be Determined,54,Yes,407,Garfield Ave,938300.470000001,1103033.95999999,43.0264725882,-76.1416873111,-8476054.11474069,5316003.42487233
4654,51779,"Birch, White-paper",Betula papyrifera,7,Outer Comstock,To Be Determined,56.01,No,230,Roe Ave,942789.443828606,1099698.84161396,43.0172559042,-76.1249678494,-8474192.91210601,5314600.05174233
4655,51780,"lilac, Japanese tree",Syringa reticulata,1,Southside,Fall 2016,53,Yes,1533,State St S,937334.26,1104350.33,43.0300982473947,-76.1452749975287,-8476453.49433132,5316555.54157231
4656,51781,"Maple, Norway",Acer platanoides,15,Westcott,To Be Determined,46,No,883,Westmoreland Ave,945706.540000002,1107106.34999998,43.0375358693,-76.1139055058,-8472961.45742308,5317688.24765753
4657,51782,"Hackberry, Common",Celtis occidentalis,1,Westcott,Fall 2018,46,No,857,Westmoreland Ave,945698.944375007,1107252.79624999,43.0379377934,-76.1139308536,-8472964.27913344,5317749.46223018
4658,51783,DNP,Planting site - DNP,0,Westcott,N/A,46,No,857,Westmoreland Ave,945701.6738,1107217.812,43.0378417645463,-76.1139213761509,-8472963.22410202,5317734.83663032
