FID,ID,SPP_COM,SPP_BOT,DBH,AREA,PLANTDATE,CENSUSTRAC,ARPA,ADDRESS,STREET,X,Y,LATITUDE,LONGITUDE,x2,y2
27147,74286,"Hackberry, Common",Celtis occidentalis,25,Near Westside,To Be Determined,40,Yes,333,Seymour St,932795.776996003,1108769.88899998,43.0422880731,-76.162165831,-8478333.77401794,5318412.05181564
27148,73876,"elm, hybrid",Ulmus x,3,Near Westside,Spring 2012,30,Yes,1007,Fayette St W,930931.84173994,1109844.77387016,43.0452627220086,-76.1691184255817,-8479107.73358579,5318865.14675707
27149,73877,"Maple, Hedge",Acer campestre,6,Near Westside,Spring 2012,30,Yes,1007,Fayette St W,930775.552060648,1109793.68185393,43.0451246535351,-76.1697040297328,-8479172.92276161,5318844.11584136
27150,74676,Needs Approval,Planting Site - Needs Approval,0,Near Westside,N/A,39,Yes,212,Kellogg St,932341.4954,1107556.252,43.0389644128409,-76.163887848314,-8478525.46814679,5317905.82180392
27151,74287,"Hackberry, Common",Celtis occidentalis,29,Near Westside,To Be Determined,40,Yes,329,Seymour St,932830.407801006,1108774.08667297,43.0422991136,-76.1620362085,-8478319.34451201,5318413.73345229
27152,75511,DNP,Planting site - DNP,0,Elmwood,To Be Determined,51,Yes,146,Bissell St W,933325.664065,1102725.34694,43.0256961133165,-76.1602976104336,-8478125.80445367,5315885.18712212
27153,74677,"Maple, Silver",Acer saccharinum,41,Near Westside,To Be Determined,39,Yes,214,Kellogg St,932330.784800009,1107543.851,43.0389305346,-76.1639281431,-8478529.95374227,5317900.6619111
27154,73878,"Maple, Hedge",Acer campestre,6,Near Westside,Spring 2012,30,Yes,1007,Fayette St W,930752.583954322,1109787.07471592,43.0451068357886,-76.1697900724458,-8479182.50099555,5318841.40180355
27155,74288,Blackgum / Sourgum,Nyssa sylvatica,5,Near Westside,To Be Determined,40,Yes,327,Seymour St,932862.939770006,1108779.33376498,43.0423130622,-76.1619144175,-8478305.78679109,5318415.85803573
27156,74678,"Maple, Silver",Acer saccharinum,42,Near Westside,To Be Determined,39,Yes,230,Kellogg St,932085.004500008,1107292.433,43.0382440746,-76.1648521727,-8478632.81627592,5317796.10998113
27157,73879,"elm, hybrid",Ulmus x,10,Near Westside,Spring 2012,30,Yes,1007,Fayette St W,930693.539778368,1109766.37124944,43.0450508288313,-76.1700113309606,-8479207.13138825,5318832.87070773
27158,74289,"Hackberry, Common",Celtis occidentalis,21,Near Westside,To Be Determined,40,Yes,313,Seymour St,933050.785652012,1108788.77852998,43.0423363866,-76.1612115637,-8478227.5454355,5318419.41069215
27159,75512,Needs Approval,Planting Site - Needs Approval,0,Elmwood,N/A,51,Yes,845,Onondaga Ave,933237.750686,1102604.957324,43.0253670098198,-76.1606286461747,-8478162.65519295,5315835.07336679
27160,73880,"elm, hybrid",Ulmus x,10,Near Westside,Spring 2012,30,Yes,1007,Fayette St W,930665.67391858,1109755.80956223,43.0450222267625,-76.1701157681928,-8479218.75729126,5318828.51398438
27161,74679,"Maple, Hedge",Acer campestre,8,Near Westside,Fall 2011,39,Yes,201,Grace St,931807.497170762,1107280.232558,43.0382143906,-76.1658904049,-8478748.39178695,5317791.58895012
27162,74290,"Oak, Red",Quercus rubra,4,Near Westside,To Be Determined,40,Yes,307,Seymour St,933128.442610012,1108791.92678499,43.0423439527,-76.1609210125,-8478195.20141517,5318420.56313525
27163,73881,"elm, hybrid",Ulmus x,10,Near Westside,Spring 2012,30,Yes,1007,Fayette St W,930639.18577778,1109745.57225122,43.0449944959969,-76.1702150454849,-8479229.8087922,5318824.2899816
27164,74680,"Maple, Hedge",Acer campestre,9,Near Westside,Spring 2014,39,Yes,512,Massena St,931837.747094993,1107247.78377999,43.0381249468,-76.16577786,-8478735.86334067,5317777.96622938
27165,74291,"Hackberry, Common",Celtis occidentalis,24,Near Westside,To Be Determined,40,Yes,307,Seymour St,933157.826323018,1108802.42096797,43.0423723402,-76.160810899,-8478182.94363705,5318424.88698889
27166,75513,"honeylocust, thornless",Gleditsia triacanthos inermis,16,Elmwood,To Be Determined,51,Yes,839,Onondaga Ave,933218.921915,1102622.22724,43.0254146540835,-76.160698734623,-8478170.45740625,5315842.32831026
27167,73882,"Oak, Swamp White",Quercus bicolor,3,Near Westside,To Be Determined,30,Yes,728,Marcellus St,930586.512103252,1109733.0381924,43.0449608169441,-76.1704123216639,-8479251.76948282,5318819.15992652
27168,74681,Stump,Stump,34,Near Westside,To Be Determined,39,Yes,300,Kellogg St,931883.193999999,1107207.31200001,43.0380132825,-76.1656086212,-8478717.02376001,5317760.95923087
27169,74292,"Oak, Chinkapin",Quercus muelenbergii,6,Near Westside,Fall 2012,40,Yes,303,Seymour St,933187.210037007,1108796.12445999,43.0423546584,-76.1607011017,-8478170.72104908,5318422.19378002
27170,74293,"Oak, Chinkapin",Quercus muelenbergii,9,Near Westside,Fall 2012,40,Yes,303,Seymour St,933221.840842009,1108800.32212997,43.0423656973,-76.1605714789,-8478156.29149976,5318423.87516426
27171,73883,Magnifica Sugar Hackberry,Celtis Magnifica,3,Near Westside,Spring 2017,30,Yes,745,Otisco St,930491.953836,1109269.6749,43.0436907451443,-76.1707745713353,-8479292.09493413,5318625.70236088
27172,74682,"Maple, Norway",Acer platanoides,31,Near Westside,To Be Determined,39,Yes,300,Kellogg St,931907.43380001,1107182.508,43.0379448958,-76.1655184153,-8478706.98207837,5317750.54363778
27173,73884,London Planetree,Platanus x acerifolia,6,Near Westside,Spring 2013,30,Yes,741,Otisco St,930551.283669835,1109292.01574392,43.0437512422947,-76.1705522196925,-8479267.342855,5318634.91720816
27174,75514,"Hawthorn, Spp.",Crataegus spp.,8,Elmwood,To Be Determined,51,Yes,833,Onondaga Ave,933154.118378,1102664.021876,43.0255302225143,-76.160940292843,-8478197.34755395,5315859.92630547
27175,74294,Needs Approval,Planting Site - Needs Approval,0,Near Westside,N/A,40,Yes,303,Seymour St,933258.570484,1108739.45587,43.0421981887366,-76.1604352310392,-8478141.12445281,5318398.361085
27176,74683,"Maple, Hedge",Acer campestre,2,Near Westside,Fall 2016,39,Yes,300,Kellogg St,931913.240130566,1107131.25078758,43.0378041800902,-76.1654976512538,-8478704.67063849,5317729.11204763
27177,74684,"Crabapple, Spp.",Malus spp.,2,Near Westside,Fall 2016,39,Yes,302,Kellogg St,931880.714312675,1107100.61346705,43.0377205633728,-76.1656198821228,-8478718.27732028,5317716.37689597
27178,75515,Needs Approval,Planting Site - Needs Approval,0,Elmwood,N/A,51,Yes,829,Onondaga Ave,933127.031955,1102682.953246,43.0255825391393,-76.1610412315239,-8478208.58400058,5315867.89274556
27179,74295,"Crabapple, Spp.",Malus spp.,9,Near Westside,To Be Determined,40,Yes,704,Niagara St,933261.71873901,1108678.589604,43.0420311442809,-76.1604246014,-8478139.94116818,5318372.91776078
27180,75516,"Crabapple, Spp.",Malus spp.,12,Elmwood,To Be Determined,51,Yes,711,Onondaga Ave,932864.031531,1102912.459707,43.0262158708908,-76.1620204651577,-8478317.59183059,5315964.33298259
27181,73885,"Hazlenut, Turkish",Corylus colurna,2,Near Westside,Spring 2013,30,Yes,741,Otisco St,930569.172617719,1109299.9651991,43.0437728121365,-76.1704851545052,-8479259.87719026,5318638.20270054
27182,74685,Goldenraintree,Koelreuteria paniculata,5,Near Westside,Fall 2011,39,Yes,306,Kellogg St,931809.606508995,1107018.847245,43.0374971886,-76.1658873766,-8478748.05467657,5317682.35613411
27183,74296,Ginkgo,Ginkgo biloba,4,Near Westside,Fall 2013,40,Yes,200,Shonnard St,933263.920504992,1108639.17686999,43.0419229757,-76.1604171081,-8478139.10701066,5318356.44213766
27184,74297,Blackgum / Sourgum,Nyssa sylvatica,6,Near Westside,Spring 2012,40,Yes,200,Shonnard St,933269.064666992,1108578.89485999,43.0417575067,-76.1603990015,-8478137.09139522,5318331.23888952
27185,73886,"Hazlenut, Turkish",Corylus colurna,2,Near Westside,Spring 2013,30,Yes,737,Otisco St,930604.526980574,1109310.62370171,43.0438015791116,-76.1703527047886,-8479245.13295074,5318642.58445368
27186,74686,"Maple, Silver",Acer saccharinum,38,Near Westside,To Be Determined,39,Yes,310,Kellogg St,931731.101116001,1106940.72668298,43.0372839168,-76.1661824713,-8478780.90448054,5317649.87420372
27187,75517,Basswood / Linden,Tilia americana,7,Elmwood,To Be Determined,51,Yes,708,Onondaga Ave,932784.665401,1102979.447634,43.0264007608269,-76.1623160168583,-8478350.49250758,5315992.48718142
27188,74298,"elm, hybrid",Ulmus x,10,Near Westside,To Be Determined,40,Yes,701,Niagara St,933313.140237016,1108554.75823998,43.0416906728,-76.1602345844,-8478118.7885543,5318321.05916917
27189,73887,Needs Approval,Planting Site - Needs Approval,0,Near Westside,N/A,30,Yes,731,Otisco St,930696.138364784,1109341.01081058,43.043883716219,-76.1700094451759,-8479206.92145377,5318655.09549614
27190,74687,Needs Approval,Planting Site - Needs Approval,0,Near Westside,N/A,39,Yes,312,Kellogg St,931703.008500011,1106912.24923599,43.037206165,-76.1662880782,-8478792.66058296,5317638.0324083
27191,74688,"Zelkova, Sawtooth",Zelkova serrata,30,Near Westside,To Be Determined,39,Yes,310,Delaware St,931370.580236009,1106720.68478898,43.0366850861,-76.1675350411,-8478931.47190193,5317558.67111828
27192,74299,"elm, hybrid",Ulmus x,10,Near Westside,To Be Determined,40,Yes,701,Niagara St,933306.752780691,1108586.75008672,43.0417785383037,-76.1602578745676,-8478121.3812108,5318334.44229257
27193,73888,London Planetree,Platanus x acerifolia,4,Near Westside,Spring 2013,30,Yes,729,Otisco St,930729.796997,1109348.50772,43.0439038309743,-76.1698833966564,-8479192.88979241,5318658.15935846
27194,75518,Basswood / Linden,Tilia americana,6,Elmwood,To Be Determined,51,Yes,708,Onondaga Ave,932785.830408,1102973.622597,43.0263847623906,-76.1623117692615,-8478350.01966699,5315990.05100881
27195,74689,DNP Hold,Planting site - DNP Hold,0,Near Westside,N/A,39,Yes,310,Delaware St,931345.343574009,1106734.60846499,43.036723632,-76.1676291776,-8478941.95113208,5317564.54170102
27196,74300,"Crabapple, Spp.",Malus spp.,17,Near Westside,To Be Determined,40,Yes,703,Niagara St,933304.449060005,1108674.73645199,43.0420199815,-76.1602648333,-8478122.15585208,5318371.21750608
27197,73889,Horsechestnut,Aesculus hippocastanum,16,Near Westside,To Be Determined,30,Yes,727,Otisco St,930768.79319,1109349.852415,43.0439069933695,-76.1697374946637,-8479176.64805166,5318658.64105268
27198,73890,"Linden, Littleleaf",Tilia cordata,12,Near Westside,To Be Determined,30,Yes,723,Otisco St,930807.453209,1109374.393123,43.0439738039047,-76.1695924225264,-8479160.49869054,5318668.8175823
27199,74690,Stump,Stump,11,Near Westside,To Be Determined,39,Yes,410,Delaware St,931156.944699996,1106843.79299998,43.0370257635,-76.1683318401766,-8479020.17120159,5317610.55683237
27200,74301,"Maple, Silver",Acer saccharinum,35,Near Westside,To Be Determined,40,Yes,231,Seymour St,933302.07363401,1108724.02653,43.0421552533,-76.1602727898,-8478123.04156642,5318391.82137675
27201,74691,Stump,Stump,12,Near Westside,To Be Determined,39,Yes,410,Delaware St,931135.437626999,1106853.82999997,43.0370535941,-76.1684120994246,-8479029.10562332,5317614.79549085
27202,75519,"Maple, Boxelder",Acer negundo,9,Elmwood,To Be Determined,51,Yes,708,Onondaga Ave,932783.500393,1102971.292582,43.0263784014806,-76.1623205265988,-8478350.99452958,5315989.08239708
27203,73891,"Birch, River",Betula nigra,5,Near Westside,Spring 2013,30,Yes,721,Otisco St,930855.526102,1109392.8827,43.0440238841898,-76.1694122498803,-8479140.44195727,5318676.44578072
27204,74302,"Ash, White",Fraxinus americana,30,Near Westside,To Be Determined,40,Yes,231,Seymour St,933296.728927004,1108762.62718998,43.0422612372,-76.160292055,-8478125.18616477,5318407.9643066
27205,74303,"Maple, Silver",Acer saccharinum,31,Near Westside,To Be Determined,40,Yes,225,Seymour St,933416.687908008,1108817.261974,43.042409481,-76.1598422932,-8478075.11889129,5318430.54409823
27206,75520,"Maple, Boxelder",Acer negundo,12,Elmwood,To Be Determined,51,Yes,708,Onondaga Ave,932805.05303,1102935.177352,43.0262790140159,-76.16224060269,-8478342.09743704,5315973.94812032
27207,73892,"Oak, Chinkapin",Quercus muelenbergii,2,Near Westside,Spring 2013,30,Yes,717,Otisco St,930913.908188591,1109415.33659141,43.0440847016814,-76.1691934389764,-8479116.0840315,5318685.70947227
27208,75521,"Maple, Norway",Acer platanoides,9,Elmwood,To Be Determined,51,Yes,708,Onondaga Ave,932802.723016,1102932.264834,43.0262710548722,-76.1622493709399,-8478343.0735144,5315972.73613863
27209,74692,Stump,Stump,23,Near Westside,To Be Determined,39,Yes,410,Delaware St,931124.445119996,1106861.95489598,43.0370760358,-76.1684530654985,-8479033.66594748,5317618.21340465
27210,74304,"elm, hybrid",Ulmus x,9,Near Westside,To Be Determined,40,Yes,108,Shonnard St,933464.280920009,1108813.38407599,43.0423981821,-76.1596643347,-8478055.30863745,5318428.82311084
27211,73893,London Planetree,Platanus x acerifolia,4,Near Westside,Spring 2013,30,Yes,713,Otisco St,930976.884945,1109432.21506,43.0441301590238,-76.1689575427664,-8479089.82417742,5318692.6335196
27212,73894,London Planetree,Platanus x acerifolia,4,Near Westside,Spring 2013,30,Yes,707,Otisco St,931041.766542,1109455.0749,43.0441920013759,-76.1687144100204,-8479062.75875571,5318702.05333393
27213,74693,Stump,Stump,16,Near Westside,To Be Determined,39,Yes,410,Delaware St,931113.930548007,1106868.16805297,43.0370932256,-76.1684922793,-8479038.03120635,5317620.83145722
27214,74305,"elm, hybrid",Ulmus x,7,Near Westside,To Be Determined,40,Yes,108,Shonnard St,933500.768197997,1108820.28707499,43.0424166168,-76.159527715993,-8478040.10030917,5318431.63099297
27215,73895,Tulip Tree,Liriodendron tulipifera,2,Near Westside,Spring 2013,30,Yes,707,Otisco St,931068.324294,1109463.815428,43.044215623123,-76.1686149006195,-8479051.68141649,5318705.65139612
27216,74694,Ginkgo,Ginkgo biloba,16,Near Westside,To Be Determined,39,Yes,412,Delaware St,931048.93137599,1106883.46197599,43.0371360692,-76.1687351192,-8479065.06402742,5317627.35662745
27217,75522,"Maple, Norway",Acer platanoides,7,Elmwood,To Be Determined,51,Yes,708,Onondaga Ave,932806.800541,1102931.099826,43.0262678022841,-76.1622341439386,-8478341.3784518,5315972.24084967
27218,74306,"elm, hybrid",Ulmus x,9,Near Westside,To Be Determined,40,Yes,108,Shonnard St,933534.297047995,1108822.25935999,43.0424215637,-76.1594022569933,-8478026.13427273,5318432.38448407
27219,74695,Stump,Stump,16,Near Westside,To Be Determined,39,Yes,418,Delaware St,931004.483411991,1106915.005692,43.0372232191,-76.1689007896,-8479083.50638869,5317640.62977398
27220,74307,"elm, hybrid",Ulmus x,11,Near Westside,To Be Determined,40,Yes,108,Shonnard St,933567.825897015,1108822.25936001,43.042421099,-76.1592768352,-8478012.17238343,5318432.31371024
27221,73896,London Planetree,Platanus x acerifolia,9,Near Westside,Spring 2013,30,Yes,705,Otisco St,931096.899091,1109471.88361,43.044237372693,-76.1685078581576,-8479039.76550048,5318708.9642898
27222,75523,Stump,Stump,24,Elmwood,To Be Determined,51,Yes,714,Onondaga Ave,932833.013208,1102883.917026,43.0261379840472,-76.1621370006925,-8478330.56451052,5315952.47275207
27223,73897,London Planetree,Platanus x acerifolia,6,Near Westside,Spring 2013,30,Yes,705,Otisco St,931122.577880481,1109483.69131158,43.0442694216992,-76.1684115799372,-8479029.04785482,5318713.84599498
27224,74696,"Maple, Norway",Acer platanoides,11,Near Westside,To Be Determined,39,Yes,418,Delaware St,930981.303560018,1106930.53858198,43.0372661513,-76.1689872048,-8479093.12608503,5317647.16845235
27225,74308,Goldenraintree,Koelreuteria paniculata,8,Near Westside,To Be Determined,40,Yes,222,Seymour St,933440.286223008,1108856.97924,43.0425181279,-76.159753269,-8478065.20876445,5318447.09272333
27226,75524,"Elm, Red",Ulmus rubra,4,Elmwood,To Be Determined,51,Yes,714,Onondaga Ave,932828.935682,1102884.499529,43.0261396384036,-76.1621522385869,-8478332.26078573,5315952.72466918
27227,73898,"Oak, Chinkapin",Quercus muelenbergii,3,Near Westside,Spring 2013,30,Yes,701,Otisco St,931205.147144,1109483.6497,43.0442681872735,-76.1681027033075,-8478994.66385456,5318713.65796914
27228,74697,Stump,Stump,14,Near Westside,To Be Determined,39,Yes,514,Delaware St,930749.505040991,1107087.30129199,43.0376994033,-76.1698513368,-8479189.32084717,5317713.15410606
27229,74309,Goldenraintree,Koelreuteria paniculata,7,Near Westside,Spring 2012,40,Yes,222,Seymour St,933478.299229012,1108859.11809998,43.04252347,-76.1596110327,-8478049.3750872,5318447.90640812
27230,75525,"Elm, Red",Ulmus rubra,19,Elmwood,To Be Determined,51,Yes,800,Onondaga Ave,932875.205894,1102794.871626,43.0258930854772,-76.1619808827024,-8478313.18552769,5315915.18088773
27231,73899,"Maple, Silver",Acer saccharinum,37,Near Westside,To Be Determined,30,Yes,309,Ontario St,931299.645678,1109338.167,43.0438677378526,-76.1677518949792,-8478955.61203411,5318652.66170033
27232,74310,"Maple, Freeman",Acer x freemanii,9,Near Westside,Spring 2012,40,Yes,607,Niagara St,933286.282172018,1108943.06183001,43.0427564465,-76.160327732,-8478129.15771468,5318483.39244756
27233,73900,DNP Hold,Planting site - DNP Hold,0,Near Westside,N/A,30,Yes,625,Otisco St,931261.402514,1109440.4715,43.044148953922,-76.1678930610713,-8478971.32657904,5318695.49635973
27234,74698,London Planetree,Platanus x acerifolia,21,Near Westside,To Be Determined,39,Yes,514,Delaware St,930710.792298997,1107115.49946199,43.0377772948,-76.1699956197337,-8479205.38236083,5317725.01728408
27235,75526,"Maple, Norway",Acer platanoides,5,Elmwood,To Be Determined,51,Yes,800,Onondaga Ave,932889.884987,1102775.843171,43.0258406741562,-76.1619263442946,-8478307.11433751,5315907.19998728
27236,74311,"Maple, Freeman",Acer freemanii,11,Near Westside,Spring 2012,40,Yes,607,Niagara St,933281.351459001,1109011.10567998,43.042943209,-76.1603448939,-8478131.06816844,5318511.83945677
27237,73901,"Crabapple, Spp.",Malus spp.,1,Near Westside,Fall 2015,30,Yes,700,Otisco St,931147.530618,1109530.79206,43.0443983153202,-76.1683173648985,-8479018.55988238,5318733.47909753
27238,74699,London Planetree,Platanus x acerifolia,30,Near Westside,To Be Determined,39,Yes,528,Delaware St,930622.374306992,1107177.63102399,43.0379489617,-76.1703251981,-8479242.07087134,5317751.16285757
27239,74700,Stump,Stump,27,Near Westside,To Be Determined,39,Yes,576,Delaware St,930271.569950001,1107416.59856999,43.0386093545,-76.1716329791,-8479387.65243947,5317851.74409478
27240,74312,Blackgum / Sourgum,Nyssa sylvatica,4,Near Westside,Spring 2012,40,Yes,607,Niagara St,933280.365317008,1109034.77309999,43.0430081598,-76.1603481367,-8478131.42915419,5318521.73255121
27241,73902,"lilac, Japanese tree",Syringa reticulata,2,Near Westside,Spring 2013,30,Yes,704,Otisco St,931095.280668,1109513.062725,43.0443503793129,-76.1685131511374,-8479040.35471344,5318726.17746935
27242,75527,"Maple, Boxelder",Acer negundo,5,Elmwood,To Be Determined,51,Yes,219,May Ave,933321.443828,1100900.221818,43.020688494407,-76.1603477732888,-8478131.38851699,5315122.68833653
